År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2021;1499;FALKÖPING;ÅSARPS FÖRSAMLING;35.358;33.683;21.95;11.48;0.253;1.675
2021;1499;FALKÖPING;ÅSLEBYGDENS FÖRSAMLING;34.978;33.683;21.95;11.48;0.253;1.295
2021;1715;KIL;BODA FÖRSAMLING;34.918;33.803;21.87;11.68;0.253;1.115
2021;1715;KIL;FRYKERUDS FÖRSAMLING;34.918;33.803;21.87;11.68;0.253;1.115
2021;1715;KIL;STORA KILS FÖRSAMLING;34.918;33.803;21.87;11.68;0.253;1.115
2021;1730;EDA;EDA FÖRSAMLING;35.528;34.203;22.27;11.68;0.253;1.325
2021;1730;EDA;JÄRNSKOG-SKILLINGMARKS FÖRSAMLING;35.528;34.203;22.27;11.68;0.253;1.325
2021;1730;EDA;KÖLA FÖRSAMLING;35.528;34.203;22.27;11.68;0.253;1.325
2021;1737;TORSBY;FRYKSÄNDE FÖRSAMLING;35.218;33.953;22.02;11.68;0.253;1.265
2021;1737;TORSBY;LEKVATTNETS FÖRSAMLING;35.218;33.953;22.02;11.68;0.253;1.265
2021;1737;TORSBY;VITSANDS FÖRSAMLING;35.218;33.953;22.02;11.68;0.253;1.265
2021;1737;TORSBY;ÖSTMARKS FÖRSAMLING;35.218;33.953;22.02;11.68;0.253;1.265
2021;1737;TORSBY;ÖVRE ÄLVDALS FÖRSAMLING;35.343;33.953;22.02;11.68;0.253;1.39
2021;1760;STORFORS;STORFORS FÖRSAMLING;35.968;34.633;22.70;11.68;0.253;1.335
2021;1761;HAMMARÖ;HAMMARÖ FÖRSAMLING;35.878;35.053;23.12;11.68;0.253;0.825
2021;1762;MUNKFORS;FORSHAGA-MUNKFORS FÖRSAMLING;35.058;33.953;22.02;11.68;0.253;1.105
2021;1763;FORSHAGA;FORSHAGA-MUNKFORS FÖRSAMLING;34.908;33.803;21.87;11.68;0.253;1.105
2021;1764;GRUMS;ED-BORGVIKS FÖRSAMLING;35.728;34.433;22.50;11.68;0.253;1.295
2021;1764;GRUMS;GRUMS FÖRSAMLING;35.728;34.433;22.50;11.68;0.253;1.295
2021;1764;GRUMS;VÄRMSKOGS FÖRSAMLING;35.728;34.433;22.50;11.68;0.253;1.295
2021;1765;ÅRJÄNG;BLOMSKOGS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;HOLMEDAL-KARLANDA FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;SILBODALS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;SILLERUDS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;TRANKILS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;TÖCKSMARKS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;VÄSTRA FÅGELVIKS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1765;ÅRJÄNG;ÖSTERVALLSKOGS FÖRSAMLING;35.573;33.903;21.97;11.68;0.253;1.67
2021;1766;SUNNE;GRÄSMARKS FÖRSAMLING;34.888;33.603;21.67;11.68;0.253;1.285
2021;1766;SUNNE;LYSVIKS FÖRSAMLING;34.998;33.603;21.67;11.68;0.253;1.395
2021;1766;SUNNE;SUNNE FÖRSAMLING;34.888;33.603;21.67;11.68;0.253;1.285
2021;1766;SUNNE;VÄSTRA ÄMTERVIKS FÖRSAMLING;34.888;33.603;21.67;11.68;0.253;1.285
2021;1766;SUNNE;ÖSTRA ÄMTERVIKS FÖRSAMLING;34.888;33.603;21.67;11.68;0.253;1.285
2021;1780;KARLSTAD;ALSTER-NYEDSBYGDENS FÖRSAMLING;34.193;33.203;21.27;11.68;0.253;0.99
2021;1780;KARLSTAD;GRAVA FÖRSAMLING;34.118;33.203;21.27;11.68;0.253;0.915
2021;1780;KARLSTAD;KARLSTADS DOMKYRKOFÖRSAMLING;34.193;33.203;21.27;11.68;0.253;0.99
2021;1780;KARLSTAD;NORRSTRANDS FÖRSAMLING;34.193;33.203;21.27;11.68;0.253;0.99
2021;1780;KARLSTAD;NOR-SEGERSTADS FÖRSAMLING;34.268;33.203;21.27;11.68;0.253;1.065
2021;1780;KARLSTAD;VÄSE-FÅGELVIKS FÖRSAMLING;34.193;33.203;21.27;11.68;0.253;0.99
2021;1780;KARLSTAD;VÄSTERSTRANDS FÖRSAMLING;34.193;33.203;21.27;11.68;0.253;0.99
2021;1781;KRISTINEHAMN;KRISTINEHAMNS FÖRSAMLING;35.078;33.903;21.97;11.68;0.253;1.175
2021;1781;KRISTINEHAMN;RUDSKOGA FÖRSAMLING;35.078;33.903;21.97;11.68;0.253;1.175
2021;1781;KRISTINEHAMN;VISNUMS FÖRSAMLING;35.078;33.903;21.97;11.68;0.253;1.175
2021;1781;KRISTINEHAMN;VISNUMS-KILS FÖRSAMLING;35.078;33.903;21.97;11.68;0.253;1.175
2021;1781;KRISTINEHAMN;ÖLME FÖRSAMLING;35.078;33.903;21.97;11.68;0.253;1.175
2021;1782;FILIPSTAD;FILIPSTADS FÖRSAMLING;34.818;33.453;21.52;11.68;0.253;1.365
2021;1783;HAGFORS;EKSHÄRADS FÖRSAMLING;35.128;33.953;22.02;11.68;0.253;1.175
2021;1783;HAGFORS;HAGFORS-GUSTAV ADOLFS FÖRSAMLING;35.158;33.953;22.02;11.68;0.253;1.205
2021;1783;HAGFORS;NORRA RÅDA-SUNNEMO FÖRSAMLING;35.158;33.953;22.02;11.68;0.253;1.205
2021;1784;ARVIKA;ARVIKA VÄSTRA FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;ARVIKA ÖSTRA FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;BRUNSKOGS FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;GLAVA FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;GUNNARSKOGS FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;MANGSKOGS FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;NY FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;STAVNÄS-HÖGERUDS FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1784;ARVIKA;ÄLGÅ FÖRSAMLING;35.178;33.893;21.96;11.68;0.253;1.285
2021;1785;SÄFFLE;BRO FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;GILLBERGA FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;KILA FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;LÅNGSERUDS FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;NY-HUGGENÄS FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;SVANSKOGS FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;SÄFFLE FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;SÖDRA VÄRMLANDSNÄS FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1785;SÄFFLE;TVETA FÖRSAMLING;34.738;33.453;21.52;11.68;0.253;1.285
2021;1814;LEKEBERG;EDSBERGS FÖRSAMLING;35.133;34.233;22.43;11.55;0.253;0.90
2021;1814;LEKEBERG;KNISTA FÖRSAMLING;35.573;34.233;22.43;11.55;0.253;1.34
2021;1860;LAXÅ;FINNERÖDJA-TIVEDS FÖRSAMLING;35.363;33.983;22.18;11.55;0.253;1.38
2021;1860;LAXÅ;RAMUNDEBODA FÖRSAMLING;35.363;33.983;22.18;11.55;0.253;1.38
2021;1860;LAXÅ;SKAGERSHULTS FÖRSAMLING;35.363;33.983;22.18;11.55;0.253;1.38
2021;1861;HALLSBERG;HALLSBERGS FÖRSAMLING;34.363;33.353;21.55;11.55;0.253;1.01
2021;1861;HALLSBERG;SKÖLLERSTA FÖRSAMLING;34.593;33.353;21.55;11.55;0.253;1.24
2021;1861;HALLSBERG;VIBY FÖRSAMLING;34.563;33.353;21.55;11.55;0.253;1.21
2021;1862;DEGERFORS;DEGERFORS-NYSUNDS FÖRSAMLING;35.728;34.803;23.00;11.55;0.253;0.925
2021;1863;HÄLLEFORS;GRYTHYTTANS FÖRSAMLING;35.233;33.853;22.05;11.55;0.253;1.38
2021;1863;HÄLLEFORS;HÄLLEFORS-HJULSJÖ FÖRSAMLING;35.233;33.853;22.05;11.55;0.253;1.38
2021;1864;LJUSNARSBERG;LJUSNARSBERGS FÖRSAMLING;34.113;32.823;21.02;11.55;0.253;1.29
2021;1880;ÖREBRO;ADOLFSBERGS FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1880;ÖREBRO;ALMBY FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1880;ÖREBRO;ASKERS FÖRSAMLING;34.493;33.153;21.35;11.55;0.253;1.34
2021;1880;ÖREBRO;AXBERGS FÖRSAMLING;34.223;33.153;21.35;11.55;0.253;1.07
2021;1880;ÖREBRO;GLANSHAMMARS FÖRSAMLING;34.223;33.153;21.35;11.55;0.253;1.07
2021;1880;ÖREBRO;KVISMARE FÖRSAMLING;34.373;33.153;21.35;11.55;0.253;1.22
2021;1880;ÖREBRO;LÄNGBRO FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1880;ÖREBRO;LÄNNÄS FÖRSAMLING;34.493;33.153;21.35;11.55;0.253;1.34
2021;1880;ÖREBRO;MIKAELS FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1880;ÖREBRO;MOSJÖ-TÄBY FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1880;ÖREBRO;TYSSLINGE FÖRSAMLING;34.263;33.153;21.35;11.55;0.253;1.11
2021;1880;ÖREBRO;ÖREBRO NIKOLAI FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1880;ÖREBRO;ÖREBRO OLAUS PETRI FÖRSAMLING;34.053;33.153;21.35;11.55;0.253;0.90
2021;1881;KUMLA;EKEBY FÖRSAMLING;34.423;33.403;21.60;11.55;0.253;1.02
2021;1881;KUMLA;HARDEMO FÖRSAMLING;34.423;33.403;21.60;11.55;0.253;1.02
2021;1881;KUMLA;KUMLA FÖRSAMLING;34.423;33.403;21.60;11.55;0.253;1.02
2021;1882;ASKERSUND;ASKERSUND-HAMMARS FÖRSAMLING;34.843;33.753;21.95;11.55;0.253;1.09
2021;1882;ASKERSUND;LERBÄCKS FÖRSAMLING;34.993;33.753;21.95;11.55;0.253;1.24
2021;1882;ASKERSUND;SNAVLUNDA FÖRSAMLING;34.993;33.753;21.95;11.55;0.253;1.24
2021;1883;KARLSKOGA;KARLSKOGA FÖRSAMLING;34.728;33.803;22.00;11.55;0.253;0.925
2021;1884;NORA;NORA BERGSLAGSFÖRSAMLING;35.463;34.053;22.25;11.55;0.253;1.41
2021;1885;LINDESBERG;FELLINGSBRO FÖRSAMLING;35.443;34.103;22.30;11.55;0.253;1.34
2021;1885;LINDESBERG;LINDE BERGSLAGS FÖRSAMLING;35.383;34.103;22.30;11.55;0.253;1.28
2021;1885;LINDESBERG;NÄSBY FÖRSAMLING;35.443;34.103;22.30;11.55;0.253;1.34
2021;1904;SKINNSKATTEBERG;SKINNSKATTEBERG MED HED OCH GUNNILBO;34.803;33.593;22.46;10.88;0.253;1.21
2021;1907;SURAHAMMAR;SURA-RAMNÄS FÖRSAMLING;34.623;33.443;22.31;10.88;0.253;1.18
2021;1960;KUNGSÖR;KUNGSÖRS FÖRSAMLING;34.373;33.163;22.03;10.88;0.253;1.21
2021;1961;HALLSTAHAMMAR;HALLSTAHAMMAR-KOLBÄCKS FÖRSAMLING;33.963;32.943;21.81;10.88;0.253;1.02
2021;1962;NORBERG;NORBERG-KARBENNINGS FÖRSAMLING;35.163;33.793;22.66;10.88;0.253;1.37
2021;1980;VÄSTERÅS;DINGTUNA-LILLHÄRADS FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;GIDEONSBERGS FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;KUNGSÅRA FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;NORRBO FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;RYTTERNE FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;SKERIKE FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;TILLBERGA FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;VIKSÄNGS FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;VÄSTERÅS BADELUNDA FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;VÄSTERÅS DOMKYRKOFÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;VÄSTERÅS LUNDBY FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;VÄSTERÅS-BARKARÖ FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1980;VÄSTERÅS;ÖNSTA FÖRSAMLING;32.453;31.493;20.36;10.88;0.253;0.96
2021;1981;SALA;KILA FÖRSAMLING;34.863;33.443;22.31;10.88;0.253;1.42
2021;1981;SALA;KUMLA FÖRSAMLING;34.863;33.443;22.31;10.88;0.253;1.42
2021;1981;SALA;MÖKLINTA FÖRSAMLING;34.423;33.443;22.31;10.88;0.253;0.98
2021;1981;SALA;NORRBY FÖRSAMLING;34.423;33.443;22.31;10.88;0.253;0.98
2021;1981;SALA;SALA FÖRSAMLING;34.423;33.443;22.31;10.88;0.253;0.98
2021;1981;SALA;TÄRNA FÖRSAMLING;34.863;33.443;22.31;10.88;0.253;1.42
2021;1981;SALA;VÄSTERFÄRNEBO-FLÄCKEBO FÖRSAMLING;34.933;33.443;22.31;10.88;0.253;1.49
2021;1982;FAGERSTA;VÄSTANFORS-VÄSTERVÅLA FÖRSAMLING;34.453;33.243;22.11;10.88;0.253;1.21
2021;1983;KÖPING;KÖPINGSBYGDENS FÖRSAMLING;34.343;33.293;22.16;10.88;0.253;1.05
2021;1983;KÖPING;MALMA FÖRSAMLING;34.343;33.293;22.16;10.88;0.253;1.05
2021;1984;ARBOGA;ARBOGABYGDENS FÖRSAMLING;34.853;33.543;22.41;10.88;0.253;1.31
2021;2021;VANSBRO;JÄRNA MED NÅS OCH ÄPPELBO FÖRSAMLING;35.493;34.183;22.30;11.63;0.253;1.31
2021;2023;MALUNG-SÄLEN;LIMA-TRANSTRANDS FÖRSAMLING;35.793;34.453;22.57;11.63;0.253;1.34
2021;2023;MALUNG-SÄLEN;MALUNGS FÖRSAMLING;35.663;34.453;22.57;11.63;0.253;1.21
2021;2026;GAGNEF;FLODA FÖRSAMLING;35.403;34.173;22.29;11.63;0.253;1.23
2021;2026;GAGNEF;GAGNEFS FÖRSAMLING;35.403;34.173;22.29;11.63;0.253;1.23
2021;2026;GAGNEF;MOCKFJÄRDS FÖRSAMLING;35.403;34.173;22.29;11.63;0.253;1.23
2021;2029;LEKSAND;DJURA FÖRSAMLING;35.063;33.703;21.82;11.63;0.253;1.36
2021;2029;LEKSAND;LEKSANDS FÖRSAMLING;35.063;33.703;21.82;11.63;0.253;1.36
2021;2029;LEKSAND;SILJANSNÄS FÖRSAMLING;35.063;33.703;21.82;11.63;0.253;1.36
2021;2029;LEKSAND;ÅHLS FÖRSAMLING;35.183;33.703;21.82;11.63;0.253;1.48
2021;2031;RÄTTVIK;BODA FÖRSAMLING;35.023;33.703;21.82;11.63;0.253;1.32
2021;2031;RÄTTVIK;ORE FÖRSAMLING;35.023;33.703;21.82;11.63;0.253;1.32
2021;2031;RÄTTVIK;RÄTTVIKS FÖRSAMLING;35.023;33.703;21.82;11.63;0.253;1.32
2021;2034;ORSA;ORSA FÖRSAMLING;35.683;34.303;22.42;11.63;0.253;1.38
2021;2039;ÄLVDALEN;IDRE-SÄRNA FÖRSAMLING;36.393;34.673;22.79;11.63;0.253;1.72
2021;2039;ÄLVDALEN;ÄLVDALENS FÖRSAMLING;36.053;34.673;22.79;11.63;0.253;1.38
2021;2061;SMEDJEBACKEN;NORRBÄRKE FÖRSAMLING;35.563;34.343;22.46;11.63;0.253;1.22
2021;2061;SMEDJEBACKEN;SÖDERBÄRKE FÖRSAMLING;35.593;34.343;22.46;11.63;0.253;1.25
2021;2062;MORA;MORA FÖRSAMLING;35.353;34.223;22.34;11.63;0.253;1.13
2021;2080;FALUN;ASPEBODA FÖRSAMLING;34.963;33.953;22.07;11.63;0.253;1.01
2021;2080;FALUN;BJURSÅS FÖRSAMLING;35.183;33.953;22.07;11.63;0.253;1.23
2021;2080;FALUN;ENVIKENS FÖRSAMLING;35.253;33.953;22.07;11.63;0.253;1.30
2021;2080;FALUN;FALU KRISTINE FÖRSAMLING;34.963;33.953;22.07;11.63;0.253;1.01
2021;2080;FALUN;GRYCKSBO FÖRSAMLING;34.963;33.953;22.07;11.63;0.253;1.01
2021;2080;FALUN;STORA KOPPARBERGS FÖRSAMLING;34.963;33.953;22.07;11.63;0.253;1.01
2021;2080;FALUN;SUNDBORNS FÖRSAMLING;35.253;33.953;22.07;11.63;0.253;1.30
2021;2080;FALUN;SVÄRDSJÖ FÖRSAMLING;35.253;33.953;22.07;11.63;0.253;1.30
2021;2080;FALUN;VIKA-HOSJÖ FÖRSAMLING;34.963;33.953;22.07;11.63;0.253;1.01
2021;2081;BORLÄNGE;STORA TUNA FÖRSAMLING;35.183;34.303;22.42;11.63;0.253;0.88
2021;2081;BORLÄNGE;TORSÅNGS FÖRSAMLING;35.183;34.303;22.42;11.63;0.253;0.88
2021;2082;SÄTER;SÄTERBYGDENS FÖRSAMLING;35.503;34.203;22.32;11.63;0.253;1.30
2021;2083;HEDEMORA;HEDEMORA, HUSBY OCH GARPENBERGS FÖRS;35.403;34.053;22.17;11.63;0.253;1.35
2021;2084;AVESTA;AVESTA FÖRSAMLING;35.023;33.853;21.97;11.63;0.253;1.17
2021;2084;AVESTA;BY FÖRSAMLING;35.133;33.853;21.97;11.63;0.253;1.28
2021;2084;AVESTA;FOLKÄRNA FÖRSAMLING;35.133;33.853;21.97;11.63;0.253;1.28
2021;2084;AVESTA;GRYTNÄS FÖRSAMLING;35.023;33.853;21.97;11.63;0.253;1.17
2021;2085;LUDVIKA;GRÄNGE-SÄFSNÄS FÖRSAMLING;35.213;33.953;22.07;11.63;0.253;1.26
2021;2085;LUDVIKA;LUDVIKA FÖRSAMLING;35.003;33.953;22.07;11.63;0.253;1.05
2021;2101;OCKELBO;OCKELBO FÖRSAMLING;35.733;34.523;22.76;11.51;0.253;1.21
2021;2104;HOFORS;HOFORS FÖRSAMLING;35.773;34.623;22.86;11.51;0.253;1.15
2021;2104;HOFORS;TORSÅKERS FÖRSAMLING;35.953;34.623;22.86;11.51;0.253;1.33
2021;2121;OVANÅKER;ALFTA-OVANÅKERS FÖRSAMLING;34.833;33.623;21.86;11.51;0.253;1.21
2021;2132;NORDANSTIG;BERGSJÖ FÖRSAMLING;35.533;34.273;22.51;11.51;0.253;1.26
2021;2132;NORDANSTIG;NORDANSTIGSKUSTENS FÖRSAMLING;35.563;34.273;22.51;11.51;0.253;1.29
2021;2161;LJUSDAL;FÄRILA-KÅRBÖLE FÖRSAMLING;35.233;34.123;22.36;11.51;0.253;1.11
2021;2161;LJUSDAL;JÄRVSÖ FÖRSAMLING;35.233;34.123;22.36;11.51;0.253;1.11
2021;2161;LJUSDAL;LJUSDAL-RAMSJÖ FÖRSAMLING;35.233;34.123;22.36;11.51;0.253;1.11
2021;2161;LJUSDAL;LOS-HAMRA FÖRSAMLING;35.233;34.123;22.36;11.51;0.253;1.11
2021;2180;GÄVLE;GÄVLE FÖRSAMLING;34.993;34.023;22.26;11.51;0.253;0.97
2021;2180;GÄVLE;HAMRÅNGE FÖRSAMLING;35.134;34.023;22.26;11.51;0.253;1.111
2021;2180;GÄVLE;HEDESUNDA FÖRSAMLING;34.923;34.023;22.26;11.51;0.253;0.90
2021;2180;GÄVLE;HILLE FÖRSAMLING;35.134;34.023;22.26;11.51;0.253;1.111
2021;2180;GÄVLE;VALBO FÖRSAMLING;34.923;34.023;22.26;11.51;0.253;0.90
2021;2181;SANDVIKEN;JÄRBO FÖRSAMLING;34.563;33.373;21.61;11.51;0.253;1.19
2021;2181;SANDVIKEN;OVANSJÖ FÖRSAMLING;34.563;33.373;21.61;11.51;0.253;1.19
2021;2181;SANDVIKEN;SANDVIKENS FÖRSAMLING;34.503;33.373;21.61;11.51;0.253;1.13
2021;2181;SANDVIKEN;ÅRSUNDA-ÖSTERFÄRNEBO FÖRSAMLING;34.503;33.373;21.61;11.51;0.253;1.13
2021;2182;SÖDERHAMN;LJUSNE FÖRSAMLING;34.583;33.423;21.66;11.51;0.253;1.16
2021;2182;SÖDERHAMN;MO-BERGVIKS FÖRSAMLING;34.583;33.423;21.66;11.51;0.253;1.16
2021;2182;SÖDERHAMN;NORRALA-TRÖNÖ FÖRSAMLING;34.373;33.423;21.66;11.51;0.253;0.95
2021;2182;SÖDERHAMN;SKOGS FÖRSAMLING;34.583;33.423;21.66;11.51;0.253;1.16
2021;2182;SÖDERHAMN;SÖDERALA FÖRSAMLING;34.583;33.423;21.66;11.51;0.253;1.16
2021;2182;SÖDERHAMN;SÖDERHAMN-SANDARNE FÖRSAMLING;34.513;33.423;21.66;11.51;0.253;1.09
2021;2183;BOLLNÄS;ARBRÅ-UNDERSVIKS FÖRSAMLING;34.643;33.623;21.86;11.51;0.253;1.02
2021;2183;BOLLNÄS;BOLLNÄS FÖRSAMLING;34.643;33.623;21.86;11.51;0.253;1.02
2021;2183;BOLLNÄS;HANEBO-SEGERSTA FÖRSAMLING;34.643;33.623;21.86;11.51;0.253;1.02
2021;2183;BOLLNÄS;RENGSJÖ FÖRSAMLING;34.643;33.623;21.86;11.51;0.253;1.02
2021;2184;HUDIKSVALL;BJURÅKER-NORRBO FÖRSAMLING;34.531;33.373;21.61;11.51;0.253;1.158
2021;2184;HUDIKSVALL;DELSBO FÖRSAMLING;34.531;33.373;21.61;11.51;0.253;1.158
2021;2184;HUDIKSVALL;ENÅNGER-NJUTÅNGERS FÖRSAMLING;34.523;33.373;21.61;11.51;0.253;1.15
2021;2184;HUDIKSVALL;FORSA-HÖGS FÖRSAMLING;34.403;33.373;21.61;11.51;0.253;1.03
2021;2184;HUDIKSVALL;HUDIKSVALLSBYGDENS FÖRSAMLING;34.306;33.373;21.61;11.51;0.253;0.933
2021;2260;ÅNGE;BORGSJÖ-HAVERÖ FÖRSAMLING;36.523;34.873;23.33;11.29;0.253;1.65
2021;2260;ÅNGE;TORPS FÖRSAMLING;36.443;34.873;23.33;11.29;0.253;1.57
2021;2262;TIMRÅ;HÄSSJÖ FÖRSAMLING;36.533;35.133;23.59;11.29;0.253;1.40
2021;2262;TIMRÅ;LJUSTORPS FÖRSAMLING;36.533;35.133;23.59;11.29;0.253;1.40
2021;2262;TIMRÅ;TIMRÅ FÖRSAMLING;36.453;35.133;23.59;11.29;0.253;1.32
2021;2262;TIMRÅ;TYNDERÖ FÖRSAMLING;36.533;35.133;23.59;11.29;0.253;1.40
2021;2280;HÄRNÖSAND;HEMSÖ FÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2280;HÄRNÖSAND;HÄGGDÅNGERS FÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2280;HÄRNÖSAND;HÄRNÖSANDS DOMKYRKOFÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2280;HÄRNÖSAND;HÖGSJÖ FÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2280;HÄRNÖSAND;STIGSJÖ FÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2280;HÄRNÖSAND;SÄBRÅ FÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2280;HÄRNÖSAND;VIKSJÖ FÖRSAMLING;36.353;34.883;23.34;11.29;0.253;1.47
2021;2281;SUNDSVALL;ALNÖ FÖRSAMLING;35.183;34.133;22.59;11.29;0.253;1.05
2021;2281;SUNDSVALL;HOLMS FÖRSAMLING;35.583;34.133;22.59;11.29;0.253;1.45
2021;2281;SUNDSVALL;INDALS FÖRSAMLING;35.583;34.133;22.59;11.29;0.253;1.45
2021;2281;SUNDSVALL;LIDENS FÖRSAMLING;35.583;34.133;22.59;11.29;0.253;1.45
2021;2281;SUNDSVALL;NJURUNDA FÖRSAMLING;35.333;34.133;22.59;11.29;0.253;1.20
2021;2281;SUNDSVALL;SELÅNGERS FÖRSAMLING;35.683;34.133;22.59;11.29;0.253;1.55
2021;2281;SUNDSVALL;SKÖNS FÖRSAMLING;35.133;34.133;22.59;11.29;0.253;1.00
2021;2281;SUNDSVALL;STÖDE FÖRSAMLING;35.353;34.133;22.59;11.29;0.253;1.22
2021;2281;SUNDSVALL;SUNDSVALLS FÖRSAMLING;35.353;34.133;22.59;11.29;0.253;1.22
2021;2281;SUNDSVALL;SÄTTNA FÖRSAMLING;35.583;34.133;22.59;11.29;0.253;1.45
2021;2281;SUNDSVALL;TUNA-ATTMARS FÖRSAMLING;35.403;34.133;22.59;11.29;0.253;1.27
2021;2282;KRAMFORS;BJÄRTRÅ FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;DALS FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;GUDMUNDRÅ FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;NORA-SKOGS FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;NORDINGRÅ FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;STYRNÄS FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;TORSÅKERS FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;ULLÅNGERS FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;VIBYGGERÅ FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2282;KRAMFORS;YTTERLÄNNÄS FÖRSAMLING;36.283;34.683;23.14;11.29;0.253;1.60
2021;2283;SOLLEFTEÅ;BOTEÅ FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;EDS FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;GRANINGE FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
